timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1639409981816,5,Request,200,OK,TG 1-1,text,true,,102714,124,1,1,http://192.168.56.103/100k.txt,2,0,1
1639409981854,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409981894,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409981934,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,2,0,0
1639409981974,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,2,0,0
1639409982014,5,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,2,0,0
1639409982055,3,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982095,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982135,3,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982175,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982215,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982255,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982295,6,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982335,5,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,2,0,0
1639409982375,3,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982415,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982455,3,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982495,3,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982535,3,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982575,3,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982615,3,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982656,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982695,5,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,2,0,0
1639409982734,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,2,0,0
1639409982774,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,2,0,0
1639409982815,3,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982855,3,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982895,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,2,0,0
1639409982934,4,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409982975,3,Request,200,OK,TG 1-1,text,true,,102713,124,1,1,http://192.168.56.103/100k.txt,1,0,0
1639409983015,5,Request,200,OK,TG 1-1,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983013,7,Request,200,OK,TG 1-2,text,true,,102714,124,2,2,http://192.168.56.103/100k.txt,2,0,1
1639409983092,4,Request,200,OK,TG 1-2,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983095,4,Request,200,OK,TG 1-1,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983172,4,Request,200,OK,TG 1-2,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983175,3,Request,200,OK,TG 1-1,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983252,4,Request,200,OK,TG 1-2,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983255,4,Request,200,OK,TG 1-1,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983332,5,Request,200,OK,TG 1-2,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983335,4,Request,200,OK,TG 1-1,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983412,4,Request,200,OK,TG 1-2,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983415,3,Request,200,OK,TG 1-1,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983492,5,Request,200,OK,TG 1-2,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,2,0,0
1639409983495,4,Request,200,OK,TG 1-1,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,2,0,0
1639409983572,4,Request,200,OK,TG 1-2,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983575,4,Request,200,OK,TG 1-1,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
1639409983652,4,Request,200,OK,TG 1-2,text,true,,102713,124,2,2,http://192.168.56.103/100k.txt,1,0,0
