 r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
 2,0,0,1389948,44952,949844,0,0,0,0,684,250,5,8,87,0,0

 0,0,0,1390140,44960,949844,0,0,0,12,771,289,10,10,79,0,0

 1,0,0,1390140,44960,949844,0,0,0,0,676,297,6,10,84,0,0

 0,0,0,1390140,44960,949844,0,0,0,0,647,248,8,6,86,0,0

 0,0,0,1390140,44960,949848,0,0,0,0,785,283,8,8,84,0,0

 0,0,0,1390140,44960,949848,0,0,0,0,674,285,5,6,89,0,0

 0,0,0,1390140,44968,949840,0,0,0,12,676,279,6,7,87,0,0

 0,0,0,1390140,44968,949848,0,0,0,0,647,298,7,8,85,0,0

 0,0,0,1390140,44968,949848,0,0,0,0,688,255,6,6,88,0,0

 0,0,0,1390140,44968,949852,0,0,0,0,684,278,8,8,83,0,0

 0,0,0,1390140,44968,949852,0,0,0,0,761,286,7,8,84,0,0

 0,0,0,1389888,44976,949844,0,0,0,12,638,247,6,5,88,1,0

 2,0,0,1389632,44976,949852,0,0,0,0,640,285,8,6,86,0,0

 0,0,0,1389888,44976,949852,0,0,0,0,592,226,6,2,92,0,0

 0,0,0,1389888,44976,949856,0,0,0,0,686,266,7,9,84,0,0

 3,0,0,1389696,44976,949856,0,0,0,12,593,423,8,4,88,0,0

 0,0,0,1389888,44984,949848,0,0,0,12,766,274,6,8,86,0,0

 0,0,0,1389888,44984,949856,0,0,0,0,727,286,6,9,85,0,0

 0,0,0,1389888,44984,949860,0,0,0,0,690,296,9,8,82,0,0

 1,0,0,1389888,44984,949860,0,0,0,0,716,309,6,10,84,0,0

 0,0,0,1389888,44984,949860,0,0,0,0,789,261,7,9,84,0,0

 0,0,0,1389888,44992,949852,0,0,0,12,719,276,6,5,88,0,0

 0,0,0,1389888,44992,949860,0,0,0,0,536,233,5,3,92,0,0

 0,0,0,1389888,44992,949864,0,0,0,0,621,264,8,4,88,0,0

 0,0,0,1389888,44992,949864,0,0,0,0,725,270,6,7,87,0,0

 0,0,0,1390612,44992,949864,0,0,0,32,1451,1024,7,8,84,0,0

 0,0,0,1390644,44992,949864,0,0,0,0,660,273,8,6,86,0,0

 2,0,0,1390388,45000,949864,0,0,0,24,643,287,5,6,88,1,0

 0,0,0,1390644,45000,949868,0,0,0,0,560,244,6,6,87,0,0

 0,0,0,1390644,45000,949868,0,0,0,0,660,292,9,6,85,0,0

 0,0,0,1390644,45000,949868,0,0,0,0,743,281,8,7,85,0,0

 1,0,0,1390644,45000,949868,0,0,0,0,797,257,8,7,85,0,0

 0,0,0,1390644,45016,949860,0,0,0,36,543,291,9,0,91,0,0

 0,0,0,1390644,45016,949872,0,0,0,0,662,262,6,8,86,0,0

 0,0,0,1390644,45016,949872,0,0,0,0,778,305,7,9,84,0,0

 0,0,0,1390644,45016,949872,0,0,0,0,758,257,6,7,87,0,0

 2,0,0,1390516,45016,949872,0,0,0,0,554,210,6,2,92,0,0

 0,0,0,1390644,45016,949876,0,0,0,0,673,288,7,5,88,0,0

 0,0,0,1390644,45024,949868,0,0,0,12,801,310,6,8,86,0,0

 2,0,0,1390260,45024,949876,0,0,0,0,667,261,5,6,89,0,0

 0,0,0,1390644,45024,949876,0,0,0,0,594,265,12,2,86,0,0

 1,0,0,1390644,45024,949876,0,0,0,0,662,285,7,7,86,0,0

 0,0,0,1390644,45024,949876,0,0,0,0,710,302,6,7,87,0,0

 0,1,0,1390644,45032,949872,0,0,0,12,515,229,7,1,81,11,0

 0,0,0,1390612,45032,949880,0,0,0,0,774,272,7,8,85,0,0

 1,0,0,1390132,45040,949872,0,0,12,24,789,513,9,12,79,0,0

 0,0,0,1389712,45064,950640,0,0,616,0,574,498,27,12,60,1,0

 0,0,0,1389744,45080,950664,0,0,0,92,764,334,6,9,84,1,0

 0,0,0,1389744,45080,950664,0,0,0,0,693,311,8,8,84,0,0

 0,0,0,1389744,45080,950664,0,0,0,0,553,226,5,4,91,0,0

 0,0,0,1389744,45080,950664,0,0,0,0,785,300,7,8,85,0,0

 0,0,0,1389744,45080,950664,0,0,0,0,849,336,9,9,82,0,0

 0,0,0,1389744,45088,950660,0,0,0,12,715,325,6,7,86,0,0

 0,0,0,1389744,45088,950668,0,0,0,0,863,315,10,9,80,0,0

 0,0,0,1389744,45088,950668,0,0,0,0,788,312,7,7,86,0,0

 0,0,0,1389744,45088,950668,0,0,0,0,859,283,6,8,86,0,0

 0,0,0,1389744,45088,950672,0,0,0,32,738,304,9,8,83,0,0

