 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3440480  46056 996088    0    0     0     0 3390  499  2 43 55  0  0
 1  0      0 3439236  46056 996088    0    0     0     0 3362  471  2 38 60  0  0
 0  0      0 3440260  46056 996092    0    0     0     0 3220  481  1 40 59  0  0
 0  0      0 3440260  46056 996092    0    0     0     0 3241  505  2 40 58  0  0
 0  0      0 3440260  46064 996084    0    0     0    12 2948  476  2 34 61  2  0
 0  0      0 3440260  46064 996096    0    0     0     0 4556  499  3 49 47  0  0
 1  0      0 3436676  46064 996096    0    0     0     0 4626  562  4 48 48  0  0
 0  0      0 3440260  46064 996100    0    0     0     0 4477  540  2 54 44  0  0
 0  0      0 3440260  46064 996100    0    0     0     0 3565  537  2 48 49  0  0
 0  0      0 3440228  46072 996092    0    0     0    12 3797  504  2 38 57  3  0
 1  0      0 3436324  46072 996104    0    0     0     0 3084  475  2 43 55  0  0
 1  0      0 3437252  46072 996104    0    0     0     0 3242  499  2 43 55  0  0
 0  0      0 3440260  46072 996108    0    0     0     0 3512  481  2 40 58  0  0
 0  0      0 3440228  46072 996108    0    0     0    24 3314  543  4 42 54  0  0
 0  1      0 3440228  46080 996104    0    0     0    12 3919  564  4 47 43  6  0
 1  0      0 3438372  46080 996112    0    0     0     0 5255  579  4 57 38  1  0
 0  0      0 3440260  46080 996112    0    0     0     0 4765  556  1 46 53  0  0
 2  0      0 3438660  46080 996116    0    0     0     0 3641  548  3 48 49  0  0
 0  0      0 3440260  46080 996116    0    0     0     0 3958  505  2 43 55  0  0
 0  0      0 3440260  46080 996120    0    0     0     0 3830  524  4 43 53  0  0
 2  0      0 3437604  46088 996120    0    0     0    12 4940  561  3 55 42  0  0
 0  0      0 3440228  46088 996124    0    0     0     0 4645  530  2 52 46  0  0
 2  0      0 3436292  46088 996124    0    0     0     0 4170  543  4 48 48  0  0
 0  0      0 3440228  46088 996124    0    0     0    44 4452  560  1 49 49  0  0
 0  0      0 3435076  46088 996128    0    0     0     0 5363  637  4 55 41  0  0
 2  0      0 3437764  46096 996128    0    0     0    20 5757  576  3 57 39  0  0
 2  0      0 3439620  46096 996132    0    0     0     0 2730  468  3 34 63  0  0
 1  0      0 3430036  46096 996132    0    0     0     0 4237  573  4 54 42  0  0
 2  0      0 3440164  46096 996136    0    0     0     0 3325  517  3 38 59  0  0
 0  0      0 3440228  46096 996136    0    0     0     0 4164  578  6 43 51  0  0
 0  0      0 3440260  46104 996136    0    0     0    12 5162  568  5 47 47  0  0
 3  0      0 3438148  46104 996140    0    0     0     0 4192  514  4 49 46  0  0
 0  0      0 3440260  46104 996140    0    0     0     0 3726  491  5 35 59  0  0
 1  0      0 3437124  46104 996144    0    0     0     0 3163  541  5 43 52  0  0
 1  0      0 3440228  46104 996144    0    0     0     0 4485  509  2 43 55  0  0
 0  0      0 3440260  46112 996148    0    0     0    12 5318  618  5 58 37  0  0
 0  0      0 3439976  46112 996148    0    0     0     0 3928  579  6 47 46  0  0
 3  0      0 3438856  46112 996148    0    0     0     0 3787  515  5 42 53  0  0
 0  0      0 3440008  46112 996152    0    0     0     0 3235  531  4 40 56  0  0
 0  0      0 3439976  46112 996152    0    0     0     0 3682  554  5 44 51  0  0
 3  0      0 3439144  46120 996160    0    0     0    12 4163  535  4 48 48  0  0
 0  0      0 3439976  46120 996160    0    0     0     0 3023  471  3 34 63  0  0
 0  0      0 3437128  46120 996164    0    0     0     0 4953  595  6 52 42  0  0
 2  0      0 3436072  46120 996164    0    0     0     0 3546  500  3 44 53  0  0
 1  0      0 3440008  46120 996164    0    0     0     0 3763  564  3 43 54  0  0
 0  0      0 3440008  46128 996168    0    0     0    12 3591  495  4 35 61  0  0
 1  0      0 3433320  46128 996168    0    0     0     0 5068  605  6 56 37  0  0
 0  0      0 3440008  46128 996172    0    0     0     0 4687  566  3 43 54  0  0
 2  0      0 3436808  46128 996172    0    0     0     0 5020  551  3 53 44  0  0
 0  0      0 3436776  46128 996176    0    0     0     0 4675  548  2 48 49  0  0
 0  0      0 3440008  46136 996176    0    0     0    12 3793  540  2 45 53  0  0
 0  0      0 3440008  46136 996176    0    0     0     0 4032  584  4 54 42  0  0
 0  0      0 3440008  46136 996180    0    0     0     0 4264  631  3 51 46  0  0
 0  0      0 3440008  46136 996180    0    0     0     0 2417  491  4 34 62  0  0
 0  0      0 3440008  46140 996184    0    0     0    56 3064  479  6 33 60  0  0
 1  0      0 3433480  46152 996184    0    0     0    32 5229  558  4 44 52  0  0
 1  0      0 3440008  46152 996188    0    0     0     0 4561  466  5 31 64  0  0
 1  0      0 3436040  46152 996188    0    0     0     0 4351  543  7 40 53  0  0
 0  0      0 3440008  46152 996188    0    0     0     0 4633  537  3 42 55  0  0
 4  0      0 3439592  46152 996192    0    0     0    16 2941  448  5 28 66  0  0
 0  0      0 3440008  46160 996192    0    0     0    12 3347  677  5 38 57  0  0
 3  0      0 3437128  46160 996196    0    0     0     0 2734  475  4 31 65  0  0
 0  0      0 3440008  46160 996196    0    0     0     0 5045  522  2 44 53  0  0
 1  0      0 3440008  46160 996196    0    0     0     0 3583  505  4 37 59  0  0
 1  0      0 3429864  46160 996200    0    0     0     0 4756  600  4 54 42  0  0
 2  0      0 3435560  46168 996200    0    0     0    28 5414  679  2 61 36  1  0
 2  0      0 3434824  46168 996204    0    0     0     0 4705  676  6 60 34  0  0
 0  0      0 3440008  46168 996204    0    0     0     0 5018  547  1 53 46  0  0
 1  0      0 3440008  46168 996208    0    0     0     0 3182  460  5 34 60  0  0
 1  0      0 3438952  46168 996208    0    0     0     0 3851  572  4 45 51  0  0
 1  0      0 3438824  46176 996212    0    0     0    12 4499  558  3 51 46  0  0
 0  0      0 3440008  46176 996212    0    0     0     0 2896  467  3 35 62  0  0
 0  0      0 3440008  46176 996212    0    0     0     0 3220  560  5 42 53  0  0
 0  0      0 3440008  46176 996216    0    0     0     0 4620  538  3 45 52  0  0
 1  0      0 3437000  46176 996216    0    0     0     0 4659  582  3 46 51  0  0
 0  0      0 3440008  46192 996224    0    0     0    52 4720  584  4 50 46  0  0
 0  0      0 3439500  46192 996224    0    0     0     0 4169  556  3 47 49  0  0
