r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
 0,0,0,1342028,50276,986812,0,0,0,0,1835,508,15,33,52,0,0

 0,0,0,1342412,50276,986812,0,0,0,0,1766,443,7,30,63,0,0

 0,0,0,1342380,50276,986816,0,0,0,0,1862,473,7,31,62,0,0

 0,0,0,1342412,50276,986816,0,0,0,0,1795,461,8,33,60,0,0

 0,0,0,1342412,50284,986816,0,0,0,12,1815,483,6,34,59,0,0

 0,0,0,1342412,50284,986820,0,0,0,0,1751,450,8,31,62,0,0

 0,0,0,1342412,50284,986820,0,0,0,0,1465,436,5,25,70,0,0

